# fpga_nets.tsv — FPGA net name / annotation table for awto-2000 (Hantek 2D82AUTO)
#
# PURPOSE
#   Human-maintained source of truth for FPGA net names, replacing auto-generated clk_N placeholders.
#   Loaded by load.py during rebuild → populates net_names table → used by chains.py / report2.py.
#   Same pattern as ghidra_names.tsv for firmware: edit here, run ./scripts/rebuild, names appear everywhere.
#
# CONFIDENCE LEVELS — mandatory, read by all tooling and AI agents
#   confirmed   Derived directly from bitstream, schematic, or physical measurement. Trust completely.
#   inferred    Strong structural reasoning (spatial proximity, fanout pattern, known subsystem).
#               Likely correct but not verified. AI-generated entries start here at best.
#   speculative An educated guess. Could be wrong. Do not act on this without independent verification.
#
# NAMING CONVENTION
#   Clock nets:  clk_<domain>_<function>
#     domain:    h0=HPBX0000 (125 MHz, CLKOS), h1=HPBX0100, h2=HPBX0200 (250 MHz, CLKOP)
#     function:  adc_cap=ADC capture pipeline, adc_enc=ADC encode clock output,
#                awg_dds=AWG DDS / waveform read, awg_wr=AWG EBR write, dac=DAC output register
#   Data nets:   <subsystem>_<noun>[_bit]
#     subsystem: adc, dac, awg, spi, trig, afe
#   Pad nets:    keep existing pad labels (ADC_D0A, DAC_CLK etc.) — confirmed in load.py from pin map
#
# COLUMNS
#   net         Internal net ID (nNNNN from prjtrellis extraction). Primary key for join to DB.
#   name        Canonical short name. Used in all report output instead of nNNNN.
#   type        clk | data | ctrl | pad | unknown
#   confidence  confirmed | inferred | speculative
#   freq_mhz    Clock frequency in MHz (clk type only), or blank
#   hpbx        HPBX spine (BRANCH_HPBX0000 / 0100 / 0200 / 0300), or blank
#   ff_count    Number of FFs clocked by this net (clk type only), or blank
#   notes       Free-form. For AI-generated entries: start with "AI:" and explain the reasoning chain.
#               For confirmed entries: cite the source (bitstream word, schematic ref, measurement).
#
# HOW TO ADD ENTRIES
#   1. Pick the right confidence level. When in doubt, use speculative.
#   2. Use the naming convention above.
#   3. Run ./scripts/rebuild to apply.
#   4. If analysis later confirms or refutes a speculative entry, update confidence and notes.
#
# WHAT NOT TO PUT HERE
#   - reg_rNcN_q[N] nets — auto-named by load.py from FF location, no value in duplicating
#   - pad_NN nets — auto-named from pin map
#   - Entries where confidence=speculative and notes is empty — write your reasoning or don't add it
#
# ─────────────────────────────────────────────────────────────────────────────────────────────────
# net	name	type	confidence	freq_mhz	hpbx	ff_count	notes
# ─────────────────────────────────────────────────────────────────────────────────────────────────

# ── Confirmed pad nets (from pin map + prjtrellis JQ/JA arcs) ─────────────────────────────────
n691	lut_0111_r5c3_Ck0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[1], b=reg_r4c4_q[0], c=reg_r7c3_q[2], d=reg_r4c6_q[1]
n694	lut_0111_r5c3_Ck1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[2], b=reg_r4c4_q[0], c=reg_r7c3_q[3], d=reg_r4c6_q[1]
n697	lut_0111_r5c3_Dk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[3], b=n926, c=reg_r7c3_q[6], d=reg_r4c6_q[1]
n700	lut_0111_r5c3_Dk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[6], b=n926, c=reg_r7c3_q[7], d=reg_r4c6_q[1]
n702	lut_0111_r5c4_Ak0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[7], b=reg_r4c4_q[0], c=reg_r8c10_q[1], d=reg_r4c6_q[1]
n705	lut_0111_r5c4_Ak1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r8c10_q[1], b=reg_r4c4_q[0], c=reg_r7c5_q[2], d=reg_r4c6_q[1]
n708	lut_0111_r5c4_Bk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c5_q[2], b=reg_r4c4_q[0], c=reg_r7c7_q[1], d=reg_r4c6_q[1]
n711	lut_0111_r5c4_Bk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c7_q[1], b=reg_r4c4_q[0], c=reg_r7c4_q[7], d=reg_r4c6_q[1]
n715	lut_0111_r5c4_Ck0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c4_q[7], b=reg_r4c4_q[0], c=n1176, d=ADC_ENCB
n718	adc_ddr_r5c4_Ck1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n223, b=ADC_ENCB, d=reg_r4c6_q[1]
n1180	lut_0111_r5c5_Bk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[5], b=reg_r5c3_q[3], c=reg_r2c12_q[7], d=reg_r4c6_q[5]
n1182	lut_0111_r5c5_Bk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r2c12_q[7], b=reg_r5c3_q[3], c=reg_r7c3_q[1], d=reg_r4c6_q[5]
n1183	lut_0111_r5c5_Ck0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[1], b=reg_r5c3_q[3], c=reg_r7c3_q[2], d=reg_r4c6_q[5]
n1184	lut_0111_r5c5_Ck1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[2], b=reg_r5c3_q[3], c=reg_r7c3_q[3], d=reg_r4c6_q[5]
n1185	lut_0111_r5c5_Dk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[3], b=reg_r5c3_q[3], c=reg_r7c3_q[6], d=reg_r4c6_q[5]
n1186	lut_0111_r5c5_Dk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[6], b=reg_r5c3_q[3], c=reg_r7c3_q[7], d=reg_r4c6_q[5]
n1187	lut_0111_r5c6_Ak0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[7], b=reg_r5c3_q[3], c=reg_r8c10_q[1], d=reg_r4c6_q[5]
n1188	lut_0111_r5c6_Ak1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r8c10_q[1], b=reg_r5c3_q[3], c=reg_r7c5_q[2], d=reg_r4c6_q[5]
n1189	lut_0111_r5c6_Bk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c5_q[2], b=reg_r5c3_q[3], c=reg_r7c7_q[1], d=reg_r4c6_q[5]
n1190	lut_0111_r5c6_Bk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c7_q[1], b=reg_r5c3_q[3], c=reg_r7c4_q[7], d=reg_r4c6_q[5]
n1191	lut_0111_r5c6_Ck0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c4_q[7], b=reg_r5c3_q[3], c=n1192, d=ADC_ENCB
n1193	adc_ddr_r5c6_Ck1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1194, b=ADC_ENCB, d=reg_r4c6_q[5]
n1197	carry_r5c7_Ak1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r4c7_q[4], b=reg_r4c4_q[1]
n1199	carry_r5c7_Bk0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r4c7_q[5], b=reg_r4c4_q[2]
n1201	carry_r5c7_Bk1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c4_q[3], b=reg_r4c7_q[0]
n1203	carry_r5c7_Ck0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r4c7_q[1], b=reg_r4c4_q[4]
n1205	carry_r5c7_Ck1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c4_q[5], b=reg_r4c7_q[6]
n1207	carry_r5c7_Dk0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c4_q[6], b=reg_r4c7_q[7]
n1209	carry_r5c7_Dk1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r5c9_q[4], b=reg_r4c4_q[7]
n1211	carry_r5c8_Ak0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r5c9_q[5], b=reg_r4c5_q[0]
n1213	carry_r5c8_Ak1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c5_q[1], b=reg_r5c10_q[6]
n1215	carry_r5c8_Bk0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r5c10_q[7], b=n756
n1217	carry_r5c8_Bk1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r5c9_q[2], b=reg_r4c5_q[3]
n1219	carry_r5c8_Ck0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r5c9_q[3], b=reg_r4c5_q[4]
n1221	carry_r5c8_Ck1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c5_q[5], b=reg_r5c9_q[6]
n1223	carry_r5c8_Dk0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c5_q[6], b=reg_r5c9_q[7]
n1225	carry_r5c8_Dk1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c5_q[7], b=reg_r4c8_q[4]
n1246	or4_r7c10_Bk0	ctrl	inferred				AI: 4-input OR (init 1111111111111110). Output low only when all four inputs low. Inputs: a=reg_r8c10_q[7], b=reg_r7c8_q[5], c=reg_r7c10_q[1], d=reg_r2c12_q[5]
n1230	and4_r7c10_Bk1	ctrl	inferred				AI: 4-input AND (init 1000000000000000). Output high only when all four inputs high. Inputs: a=ebr_raddr_0, b=ebr_raddr_1, c=reg_r2c3_q[2], d=ebr_b_waddr_2
n1282	and4_r7c12_Dk1	ctrl	inferred				AI: 4-input AND (init 1000000000000000). Output high only when all four inputs high. Inputs: a=n1283, b=reg_r5c6_q[7], c=reg_r7c11_q[6], d=n969
n1231	and4_r7c13_Ak0	ctrl	inferred				AI: 4-input AND (init 1000000000000000). Output high only when all four inputs high. Inputs: a=ebr_waddr_0, b=n1285, c=ebr_raddr_3, d=reg_r5c13_q[3]
n1285	and4_r7c13_Ak1	ctrl	inferred				AI: 4-input AND (init 1000000000000000). Output high only when all four inputs high. Inputs: a=ebr_b_waddr_0, b=ebr_raddr_2, c=ebr_b_waddr_1, d=ebr_waddr_1
n1294	and4_r7c13_Dk1	ctrl	inferred				AI: 4-input AND (init 1000000000000000). Output high only when all four inputs high. Inputs: a=reg_r7c16_q[6], b=reg_r9c14_q[3], c=reg_r9c14_q[2], d=reg_r8c16_q[6]
n1076	or4_r8c10_Ck1	ctrl	inferred				AI: 4-input OR (init 1111111111111110). Output low only when all four inputs low. Inputs: a=reg_r7c10_q[0], b=n790, c=reg_r8c10_q[6], d=n1246
n1579	carry_r8c1_Ak1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=n148, b=n1580
n1581	carry_r8c1_Bk0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r7c2_q[5], b=n152
n1583	carry_r8c1_Bk1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r2c7_q[6], b=reg_r7c1_q[4]
n1585	carry_r8c1_Ck0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r2c7_q[7], b=n1586
n1587	carry_r8c1_Ck1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r10c12_q[6], b=reg_r7c1_q[0]
n1589	carry_r8c1_Dk0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=n1580, b=reg_r10c12_q[7]
n1590	carry_r8c1_Dk1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r10c12_q[4], b=n1591
n1592	carry_r8c2_Ak0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r7c1_q[3], b=reg_r10c12_q[5]
n184	lut_0111_r8c3_Bk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[5], b=reg_r8c2_q[7], c=reg_r2c12_q[7], d=reg_r8c11_q[0]
n191	lut_0111_r8c3_Ck0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[1], b=reg_r8c2_q[7], c=reg_r7c3_q[2], d=reg_r8c11_q[0]
n193	lut_0111_r8c3_Ck1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1607, b=reg_r8c2_q[7], c=reg_r7c3_q[3], d=reg_r8c11_q[0]
n196	lut_0111_r8c3_Dk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[3], b=n1608, c=reg_r7c3_q[6], d=reg_r8c11_q[0]
n200	lut_0111_r8c3_Dk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[6], b=n1608, c=reg_r7c3_q[7], d=reg_r8c11_q[0]
n203	lut_0111_r8c4_Ak0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[7], b=reg_r8c2_q[7], c=reg_r8c10_q[1], d=reg_r8c11_q[0]
n206	lut_0111_r8c4_Ak1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r8c10_q[1], b=reg_r8c2_q[7], c=reg_r7c5_q[2], d=reg_r8c11_q[0]
n209	lut_0111_r8c4_Bk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c5_q[2], b=reg_r8c2_q[7], c=reg_r7c7_q[1], d=reg_r8c11_q[0]
n211	lut_0111_r8c4_Bk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c7_q[1], b=reg_r8c2_q[7], c=n1609, d=reg_r8c11_q[0]
n214	lut_0111_r8c4_Ck0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1609, b=reg_r8c2_q[7], c=n1344, d=ADC_ENCB
n217	adc_ddr_r8c4_Ck1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1340, b=ADC_ENCB, d=reg_r8c11_q[0]
n1656	or4_r8c7_Dk0	ctrl	inferred				AI: 4-input OR (init 1111111111111110). Output low only when all four inputs low. Inputs: a=reg_r8c5_q[1], b=reg_r8c7_q[5], c=reg_r8c5_q[0], d=reg_r8c7_q[4]
n1674	carry_r9c9_Ak0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r9c7_q[2], b=reg_r10c8_q[0]
n1676	carry_r9c9_Ak1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=n1677, b=reg_r10c8_q[1]
n1678	carry_r9c9_Bk0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r10c6_q[0], b=n1680
n1681	carry_r9c9_Bk1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r10c5_q[7], b=reg_r10c8_q[3]
n1683	carry_r9c9_Ck0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r10c8_q[4], b=reg_r10c5_q[6]
n1685	carry_r9c9_Ck1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r7c8_q[7], b=n1687
n1688	carry_r9c9_Dk0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=n1689, b=reg_r7c8_q[6]
n1691	carry_r9c9_Dk1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r7c8_q[1], b=n1693
n1694	carry_r9c10_Ak0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r7c8_q[0], b=reg_r10c9_q[0]
n1702	or4_r9c11_Bk1	ctrl	inferred				AI: 4-input OR (init 1111111111111110). Output low only when all four inputs low. Inputs: a=reg_r4c2_q[2], b=n41, c=reg_r2c7_q[2], d=reg_r4c2_q[3]
n1719	and4_r9c13_Ck1	ctrl	inferred				AI: 4-input AND (init 1000000000000000). Output high only when all four inputs high. Inputs: a=reg_r2c10_q[3], b=reg_r9c11_q[1], c=ebr_arm, d=n1259
n1737	gray_cmp_r9c15_Bk1	ctrl	inferred				AI: Gray-code comparator (init 1000001001000001). = XNOR(a,b) & XNOR(c,d): true when a==b and c==d. Inputs: a=reg_r7c15_q[3], b=reg_r10c16_q[7], c=reg_r7c15_q[2], d=reg_r10c17_q[0]
n1740	gray_cmp_r9c15_Ck0	ctrl	inferred				AI: 2-bit equality test (init 1000010000100001). = (a==b) & (c==d) with different bit ordering. Inputs: a=reg_r9c13_q[2], b=reg_r9c13_q[3], c=reg_r10c16_q[5], d=reg_r10c16_q[6]
n1743	gray_cmp_r9c15_Ck1	ctrl	inferred				AI: Gray-code comparator (init 1000001001000001). = XNOR(a,b) & XNOR(c,d): true when a==b and c==d. Inputs: a=reg_r10c16_q[4], b=reg_r10c16_q[3], c=reg_r5c13_q[4], d=reg_r5c13_q[5]
n1746	gray_cmp_r9c15_Dk0	ctrl	inferred				AI: 2-bit equality test (init 1000010000100001). = (a==b) & (c==d) with different bit ordering. Inputs: a=reg_r10c16_q[2], b=reg_r3c13_q[0], c=reg_r3c13_q[1], d=reg_r10c16_q[1]
n1749	gray_cmp_r9c15_Dk1	ctrl	inferred				AI: Gray-code comparator (init 1000001001000001). = XNOR(a,b) & XNOR(c,d): true when a==b and c==d. Inputs: a=reg_r10c15_q[7], b=reg_r10c16_q[0], c=reg_r5c12_q[5], d=reg_r5c12_q[4]
n1752	gray_cmp_r9c16_Ak0	ctrl	inferred				AI: Gray-code comparator (init 1000001001000001). = XNOR(a,b) & XNOR(c,d): true when a==b and c==d. Inputs: a=reg_r10c15_q[5], b=reg_r9c11_q[7], c=reg_r10c15_q[6], d=reg_r9c11_q[6]
n1755	gray_cmp_r9c16_Ak1	ctrl	inferred				AI: 2-bit equality test (init 1000010000100001). = (a==b) & (c==d) with different bit ordering. Inputs: a=reg_r9c14_q[5], b=reg_r9c14_q[4], c=n1758, d=reg_r10c15_q[3]
n1759	gray_cmp_r9c16_Bk0	ctrl	inferred				AI: 2-bit equality test (init 1000010000100001). = (a==b) & (c==d) with different bit ordering. Inputs: a=reg_r10c15_q[2], b=n1760, c=reg_r9c13_q[5], d=reg_r9c13_q[4]
n1767	gray_cmp_r9c16_Ck0	ctrl	inferred				AI: Gray-code comparator (init 1000001001000001). = XNOR(a,b) & XNOR(c,d): true when a==b and c==d. Inputs: a=reg_r10c12_q[3], b=reg_r10c14_q[5], c=reg_r10c12_q[2], d=reg_r10c14_q[6]
n1770	gray_cmp_r9c16_Ck1	ctrl	inferred				AI: Gray-code comparator (init 1000001001000001). = XNOR(a,b) & XNOR(c,d): true when a==b and c==d. Inputs: a=reg_r10c14_q[4], b=reg_r10c14_q[3], c=reg_r9c10_q[2], d=reg_r9c10_q[3]
n1819	lut_0111_r9c3_Bk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[5], b=reg_r3c4_q[7], c=reg_r2c12_q[7], d=reg_r3c3_q[0]
n182	lut_0111_r9c3_Bk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r2c12_q[7], b=reg_r3c4_q[7], c=reg_r7c3_q[1], d=reg_r3c3_q[0]
n185	lut_0111_r9c3_Ck0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[1], b=reg_r3c4_q[7], c=reg_r7c3_q[2], d=reg_r3c3_q[0]
n188	lut_0111_r9c3_Ck1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1607, b=reg_r3c4_q[7], c=reg_r7c3_q[3], d=reg_r3c3_q[0]
